Ward No.,Household,Total Population,Total Male,Total Female
1,1021,6750,3480,3270
2,759,5296,2719,2577
3,645,4173,2157,2016
4,723,4726,2412,2314
5,841,5234,2737,2497
6,456,2780,1443,1337
7,517,3057,1560,1497
8,503,3536,1835,1701
9,454,2860,1500,1360
Total,5919,38412,19843,18569
