Ward No.,Household,Total Population,Total Male,Total Female
1,880,6300,3291,3009
2,746,4605,2063,2542
3,747,5407,2707,2700
4,494,3105,1493,1612
5,843,5876,2958,2918
6,505,3501,1662,1839
7,483,3684,1848,1836
8,446,3502,1742,1760
9,624,5098,2560,2538
Total,5768,41078,20324,20754
