Ward No.,Household,Total Population,Total Male,Total Female
1,664,4225,2146,2079
2,466,3436,1768,1668
3,877,5803,2901,2902
4,1287,7450,3878,3572
5,482,2970,1518,1452
Total,3776,23884,12211,11673
