Ward No.,Household,Total Population,Total Male,Total Female
1,564,3346,1769,1577
2,805,4877,2548,2329
3,698,4323,2241,2082
4,943,5204,2718,2486
5,802,4949,2616,2333
Total,3812,22699,11892,10807
