Ward No.,Household,Total Population,Total Male,Total Female
1,451,2082,899,1183
2,537,2413,1042,1371
3,444,1829,797,1032
4,910,3865,1710,2155
5,504,2329,989,1340
6,436,1869,798,1071
7,878,3518,1446,2072
8,961,3922,1714,2208
Total,5121,21827,9395,12432
