Ward No.,Household,Total Population,Total Male,Total Female
1,875,3306,1500,1806
2,642,2586,1036,1550
3,677,2585,1060,1525
4,1092,4210,1830,2380
5,855,3475,1463,2012
6,562,2419,1003,1416
Total,4703,18581,7892,10689
