Ward No.,Household,Total Population,Total Male,Total Female
1,712,3106,1295,1811
2,840,3795,1580,2215
3,667,2779,1159,1620
4,852,4124,1774,2350
5,805,3562,1522,2040
6,840,3598,1578,2020
Total,4716,20964,8908,12056
