Ward No.,Household,Total Population,Total Male,Total Female
1,858,3284,1324,1960
2,633,2862,1178,1684
3,1045,4171,1697,2474
4,1182,4503,1880,2623
5,934,3834,1609,2225
6,663,2827,1158,1669
Total,5315,21481,8846,12635
