Ward No.,Household,Total Population,Total Male,Total Female
1,527,2426,1101,1325
2,583,2783,1208,1575
3,270,1294,568,726
4,437,2044,904,1140
5,580,2648,1164,1484
6,837,3834,1664,2170
7,864,3847,1666,2181
Total,4098,18876,8275,10601
