Ward No.,Household,Total Population,Total Male,Total Female
1,805,3365,1415,1950
2,761,3136,1388,1748
3,883,3771,1582,2189
4,627,2688,1165,1523
5,698,2832,1190,1642
6,720,3133,1314,1819
7,813,3529,1553,1976
Total,5307,22454,9607,12847
