Ward No.,Household,Total Population,Total Male,Total Female
1,701,3634,1668,1966
2,784,3540,1565,1975
3,783,3329,1436,1893
4,507,2198,941,1257
5,450,2187,972,1215
6,892,3833,1629,2204
7,740,3178,1394,1784
Total,4857,21899,9605,12294
