Ward No.,Household,Total Population,Total Male,Total Female
1,977,7517,3918,3599
2,731,5528,2902,2626
3,819,5663,2800,2863
4,742,6058,3131,2927
5,851,5606,2809,2797
6,725,5270,2756,2514
7,748,5364,2758,2606
Total,5593,41006,21074,19932
