Ward No.,Household,Total Population,Total Male,Total Female
1,644,4716,2384,2332
2,940,6861,3502,3359
3,625,4643,2292,2351
4,746,5759,2865,2894
5,685,4926,2324,2602
6,750,5796,2807,2989
7,592,4472,2271,2201
8,454,3536,1733,1803
9,687,5291,2573,2718
10,1073,7002,3602,3400
11,1135,8155,4003,4152
12,1024,6883,3472,3411
13,591,4457,2309,2148
Total,9946,72497,36137,36360
