Ward No.,Household,Total Population,Total Male,Total Female
1,960,5514,2678,2836
2,1125,7634,3795,3839
3,746,4858,2397,2461
4,986,5399,2602,2797
5,783,3830,1781,2049
6,1037,5212,2425,2787
7,1155,6019,2871,3148
Total,6792,38466,18549,19917
