Ward No.,Household,Total Population,Total Male,Total Female
1,840,6285,3164,3121
2,964,6643,3291,3352
3,1065,7174,3603,3571
4,750,5340,2729,2611
5,934,7280,3676,3604
6,1010,6480,3304,3176
7,691,4982,2560,2422
8,556,2972,1451,1521
Total,6810,47156,23778,23378
