Ward No.,Household,Total Population,Total Male,Total Female
1,1097,5200,2591,2609
2,1465,6867,3575,3292
3,950,5006,2590,2416
4,1383,7322,3750,3572
5,771,3815,1936,1879
6,1380,6960,3502,3458
7,963,4605,2255,2350
Total,8009,39775,20199,19576
