Ward No.,Household,Total Population,Total Male,Total Female
1,784,3717,1695,2022
2,975,4159,1856,2303
3,1084,4562,2058,2504
4,709,3029,1348,1681
5,932,3975,1735,2240
6,659,2827,1231,1596
7,679,3149,1485,1664
8,691,3097,1425,1672
9,826,3538,1517,2021
Total,7339,32053,14350,17703
