Ward No.,Household,Total Population,Total Male,Total Female
1,296,2021,1059,962
2,716,4963,2575,2388
3,915,6052,3187,2865
4,783,5281,2680,2601
5,866,6151,3135,3016
Total,3576,24468,12636,11832
