Ward No.,Household,Total Population,Total Male,Total Female
1,817,5159,2618,2541
2,780,5474,2747,2727
3,512,3816,1987,1829
4,1067,6741,3508,3233
5,968,6081,3177,2904
6,809,5392,2778,2614
Total,4953,32663,16815,15848
