Ward No.,Household,Total Population,Total Male,Total Female
1,823,5850,3064,2786
2,846,5772,2977,2795
3,406,2969,1527,1442
4,409,2925,1525,1400
5,558,3625,1846,1779
Total,3042,21141,10939,10202
