Ward No.,Household,Total Population,Total Male,Total Female
1,324,2155,1133,1022
2,708,4674,2404,2270
3,709,4758,2432,2326
4,525,3421,1739,1682
5,709,4903,2484,2419
Total,2975,19911,10192,9719
