Ward No.,Household,Total Population,Total Male,Total Female
1,1246,6783,3394,3389
2,1204,6718,3342,3376
3,642,4882,2516,2366
4,683,4651,2357,2294
5,797,5052,2578,2474
6,757,4962,2611,2351
Total,5329,33048,16798,16250
