Ward No.,Household,Total Population,Total Male,Total Female
1,558,3646,1846,1800
2,782,4358,2201,2157
3,556,3512,1818,1694
4,1046,5765,2852,2913
5,1060,6620,3363,3257
Total,4002,23901,12080,11821
