Ward No.,Household,Total Population,Total Male,Total Female
1,1207,7174,3700,3474
2,609,3266,1590,1676
3,952,5160,2529,2631
4,578,3095,1537,1558
5,771,4070,2011,2059
Total,4117,22765,11367,11398
