Ward No.,Household,Total Population,Total Male,Total Female
1,1720,6265,3275,2990
2,678,3325,1517,1808
3,554,2695,1176,1519
4,764,3612,1611,2001
5,500,2141,970,1171
6,715,3496,1603,1893
7,820,3936,1832,2104
8,686,3187,1412,1775
9,635,3008,1296,1712
10,476,2366,1036,1330
11,705,3009,1267,1742
12,562,2643,1161,1482
13,644,2974,1375,1599
14,640,2759,1219,1540
Total,10099,45416,20750,24666
