Ward No.,Household,Total Population,Total Male,Total Female
1,652,3023,1458,1565
2,616,2876,1355,1521
3,469,2278,1066,1212
4,618,2780,1224,1556
5,777,3679,1654,2025
6,968,4278,1951,2327
7,828,4195,1907,2288
Total,4928,23109,10615,12494
