Ward No.,Household,Total Population,Total Male,Total Female
1,1016,4730,2162,2568
2,794,3273,1481,1792
3,492,2181,1002,1179
4,770,3632,1614,2018
5,598,2713,1201,1512
6,739,3578,1643,1935
7,584,2631,1199,1432
Total,4993,22738,10302,12436
