Ward No.,Household,Total Population,Total Male,Total Female
1,527,2255,1061,1194
2,419,1947,926,1021
3,411,2005,985,1020
4,211,1149,564,585
5,179,940,476,464
6,445,2196,1017,1179
Total,2192,10492,5029,5463
