Ward No.,Household,Total Population,Total Male,Total Female
1,536,2432,1115,1317
2,392,1664,772,892
3,652,2962,1367,1595
4,391,1763,827,936
5,436,2091,971,1120
6,357,1751,817,934
7,346,1630,749,881
8,405,1929,861,1068
9,443,2013,913,1100
Total,3958,18235,8392,9843
