Ward No.,Household,Total Population,Total Male,Total Female
1,843,4793,2473,2320
2,554,3206,1593,1613
3,800,4158,1974,2184
4,810,4283,2167,2116
5,1071,5570,2706,2864
Total,4078,22010,10913,11097
