Ward No.,Household,Total Population,Total Male,Total Female
1,1245,7276,3497,3779
2,435,2132,1087,1045
3,359,1906,936,970
4,647,3081,1491,1590
5,415,2308,1215,1093
6,733,3725,1928,1797
7,536,2610,1284,1326
Total,4370,23038,11438,11600
