Ward No.,Household,Total Population,Total Male,Total Female
1,1245,7124,3533,3591
2,266,1332,636,696
3,986,5179,2590,2589
4,1252,5730,2796,2934
5,340,2195,1135,1060
6,587,3157,1423,1734
7,324,2075,1071,1004
8,398,2247,1088,1159
9,287,1790,890,900
10,322,1866,903,963
11,325,2052,1039,1013
12,346,2410,1224,1186
13,289,1791,948,843
14,1185,6786,3449,3337
Total,8152,45734,22725,23009
