Ward No.,Household,Total Population,Total Male,Total Female
1,645,3624,1826,1798
2,707,3519,1797,1722
3,785,4379,2244,2135
4,874,4723,2424,2299
5,991,5458,2691,2767
6,364,1964,1037,927
7,703,4341,2238,2103
8,628,3727,1927,1800
Total,5697,31735,16184,15551
