Ward No.,Household,Total Population,Total Male,Total Female
1,965,5251,2630,2621
2,931,4963,2456,2507
3,965,4987,2369,2618
4,413,2290,1134,1156
5,683,3666,1710,1956
6,1055,5230,2525,2705
Total,5012,26387,12824,13563
