Ward No.,Household,Total Population,Total Male,Total Female
1,721,4043,1991,2052
2,766,3967,2018,1949
3,1150,6169,3100,3069
4,783,4321,2162,2159
5,745,3710,1884,1826
6,802,3719,1885,1834
7,472,2461,1159,1302
Total,5439,28390,14199,14191
