Ward No.,Household,Total Population,Total Male,Total Female
1,870,4360,2001,2359
2,843,4122,1887,2235
3,843,4070,1962,2108
4,1226,6212,2960,3252
5,843,4487,2145,2342
6,797,3878,1891,1987
Total,5422,27129,12846,14283
