Ward No.,Household,Total Population,Total Male,Total Female
1,701,3445,1662,1783
2,537,2778,1374,1404
3,884,5079,2605,2474
4,724,4366,2144,2222
5,470,2539,1169,1370
6,660,3612,1842,1770
Total,3976,21819,10796,11023
