Ward No.,Household,Total Population,Total Male,Total Female
1,872,4211,1968,2243
2,1139,5286,2467,2819
3,999,4775,2262,2513
4,892,4786,2302,2484
5,759,4021,1825,2196
6,494,2674,1293,1381
7,979,5406,2589,2817
8,782,4356,2098,2258
9,656,3221,1480,1741
10,496,2549,1181,1368
11,582,2937,1322,1615
Total,8650,44222,20787,23435
