Ward No.,Household,Total Population,Total Male,Total Female
1,524,2838,1432,1406
2,448,2465,1193,1272
3,548,2786,1294,1492
4,318,1477,674,803
5,714,3597,1650,1947
6,440,2278,1113,1165
7,583,2767,1299,1468
8,535,2726,1278,1448
9,359,1507,697,810
10,662,3344,1572,1772
11,707,3747,1791,1956
Total,5838,29532,13993,15539
