Ward No.,Household,Total Population,Total Male,Total Female
1,548,2525,1130,1395
2,623,2909,1372,1537
3,652,2995,1407,1588
4,468,2136,977,1159
5,484,2330,1057,1273
6,280,1307,636,671
7,436,1895,877,1018
Total,3491,16097,7456,8641
