Ward No.,Household,Total Population,Total Male,Total Female
1,605,2938,1293,1645
2,537,2562,1190,1372
3,479,2353,1137,1216
4,797,3977,1844,2133
5,564,2859,1376,1483
6,381,1965,918,1047
7,777,3521,1599,1922
Total,4140,20175,9357,10818
