Ward No.,Household,Total Population,Total Male,Total Female
1,86,378,176,202
2,93,456,216,240
3,131,583,271,312
4,120,559,259,300
5,173,789,358,431
6,91,395,182,213
7,86,416,195,221
Total,780,3576,1657,1919
