Ward No.,Household,Total Population,Total Male,Total Female
1,865,4495,2053,2442
2,284,1843,939,904
3,662,3951,2041,1910
4,679,4063,2021,2042
5,790,4667,2261,2406
Total,3280,19019,9315,9704
