Ward No.,Household,Total Population,Total Male,Total Female
1,1060,6365,2976,3389
2,603,2967,1364,1603
3,1128,6274,3080,3194
4,520,3029,1433,1596
5,736,4277,2087,2190
Total,4047,22912,10940,11972
