Ward No.,Household,Total Population,Total Male,Total Female
1,761,3981,1880,2101
2,437,2477,1198,1279
3,870,4734,2261,2473
4,737,3701,1721,1980
5,868,4476,2243,2233
Total,3673,19369,9303,10066
