Ward No.,Household,Total Population,Total Male,Total Female
1,597,3473,1671,1802
2,718,3744,1755,1989
3,730,3963,1941,2022
4,584,3247,1551,1696
5,759,4131,1944,2187
Total,3388,18558,8862,9696
