Ward No.,Household,Total Population,Total Male,Total Female
1,735,4157,2044,2113
2,975,5476,2608,2868
3,584,3466,1743,1723
4,777,4630,2303,2327
5,590,3228,1593,1635
Total,3661,20957,10291,10666
