Ward No.,Household,Total Population,Total Male,Total Female
1,1016,6480,3252,3228
2,732,4411,2189,2222
3,906,5129,2535,2594
4,750,4240,2034,2206
5,860,4996,2495,2501
Total,4264,25256,12505,12751
