Ward No.,Household,Total Population,Total Male,Total Female
1,964,5015,2469,2546
2,810,3913,1801,2112
3,738,3949,1904,2045
4,564,3083,1527,1556
5,1029,5470,2777,2693
6,987,4924,2514,2410
7,659,3521,1731,1790
8,523,2801,1399,1402
9,760,3848,1875,1973
10,838,4423,2125,2298
11,871,4769,2391,2378
12,590,3195,1534,1661
Total,9333,48911,24047,24864
