Ward No.,Household,Total Population,Total Male,Total Female
1,951,5208,2499,2709
2,418,2194,1077,1117
3,551,2885,1388,1497
4,821,4430,2106,2324
5,728,3805,1792,2013
Total,3469,18522,8862,9660
