Ward No.,Household,Total Population,Total Male,Total Female
1,867,4043,1826,2217
2,828,4392,1994,2398
3,937,4721,2051,2670
4,989,5606,2478,3128
5,415,2622,1214,1408
6,552,3681,1709,1972
Total,4588,25065,11272,13793
