Ward No.,Household,Total Population,Total Male,Total Female
1,1123,5308,2399,2909
2,1256,5742,2567,3175
3,953,4927,2181,2746
4,1256,5719,2537,3182
5,611,3340,1540,1800
6,980,4182,1821,2361
7,737,3725,1729,1996
Total,6916,32943,14774,18169
