Ward No.,Household,Total Population,Total Male,Total Female
1,969,4078,1715,2363
2,768,3259,1313,1946
3,1098,4601,2023,2578
4,625,2639,1122,1517
5,731,3061,1294,1767
6,539,2205,986,1219
7,526,2213,949,1264
8,539,2532,1158,1374
9,541,2407,1100,1307
10,552,2380,1002,1378
11,823,3722,1611,2111
Total,7711,33097,14273,18824
