Ward No.,Household,Total Population,Total Male,Total Female
1,563,2479,1054,1425
2,475,2329,1062,1267
3,612,2854,1273,1581
4,361,1677,731,946
5,484,2670,1245,1425
Total,2495,12009,5365,6644
