Ward No.,Household,Total Population,Total Male,Total Female
1,634,2717,1149,1568
2,825,3455,1494,1961
3,600,2494,1057,1437
4,846,3815,1652,2163
5,808,3715,1560,2155
6,633,2700,1166,1534
7,1156,4713,1983,2730
8,626,2474,996,1478
Total,6128,26083,11057,15026
