Ward No.,Household,Total Population,Total Male,Total Female
1,665,3026,1350,1676
2,552,2460,1073,1387
3,414,1685,751,934
4,266,1186,507,679
5,326,1389,599,790
6,199,913,397,516
Total,2422,10659,4677,5982
