Ward No.,Household,Total Population,Total Male,Total Female
1,419,2752,1464,1288
2,500,3335,1746,1589
3,608,3829,1935,1894
4,708,4077,2061,2016
5,976,5566,2947,2619
6,698,4145,2140,2005
7,573,3443,1803,1640
8,428,2685,1362,1323
9,994,6210,3119,3091
Total,5904,36042,18577,17465
