Ward No.,Household,Total Population,Total Male,Total Female
1,673,3622,1828,1794
2,468,2664,1242,1422
3,1006,5226,2395,2831
4,806,4090,1828,2262
5,856,4390,2076,2314
6,439,2242,983,1259
7,620,3060,1507,1553
8,894,4867,2386,2481
9,922,4842,2202,2640
10,884,4608,2095,2513
11,1047,5757,2766,2991
Total,8615,45368,21308,24060
