Ward No.,Household,Total Population,Total Male,Total Female
1,564,3668,1906,1762
2,599,3872,1994,1878
3,565,3489,1822,1667
4,622,4284,2229,2055
5,453,2920,1498,1422
6,539,3417,1778,1639
Total,3342,21650,11227,10423
