Ward No.,Household,Total Population,Total Male,Total Female
1,971,4772,2284,2488
2,632,3014,1434,1580
3,876,4573,2241,2332
4,696,3681,1783,1898
5,816,3898,1836,2062
6,566,2808,1319,1489
7,658,3480,1711,1769
8,660,3341,1614,1727
9,503,2782,1386,1396
10,508,2617,1285,1332
11,529,2503,1212,1291
12,569,2930,1488,1442
Total,7984,40399,19593,20806
