Ward No.,Household,Total Population,Total Male,Total Female
1,886,5506,2795,2711
2,954,5113,2659,2454
3,905,5213,2655,2558
4,757,4386,2263,2123
5,580,4064,2052,2012
6,786,4877,2444,2433
7,672,4169,2126,2043
Total,5540,33328,16994,16334
