Ward No.,Household,Total Population,Total Male,Total Female
1,1176,7049,3656,3393
2,700,4770,2510,2260
3,390,2489,1293,1196
4,590,4181,2171,2010
5,346,2271,1212,1059
6,758,4573,2355,2218
7,525,3394,1725,1669
Total,4485,28727,14922,13805
