Ward No.,Household,Total Population,Total Male,Total Female
1,118,426,181,245
2,599,2117,921,1196
3,1005,3656,1632,2024
4,459,1976,917,1059
5,546,2493,1127,1366
6,661,2811,1281,1530
Total,3388,13479,6059,7420
