Ward No.,Household,Total Population,Total Male,Total Female
1,720,3922,2006,1916
2,790,3979,1964,2015
3,697,3535,1780,1755
4,761,3915,1920,1995
5,629,3405,1701,1704
6,468,2365,1140,1225
7,708,3238,1559,1679
8,410,1904,916,988
Total,5183,26263,12986,13277
